S/T name,SA2 name,Latitude,Longitude
South Australia,Modbury Heights,-34.810868,138.686956
South Australia,Redwood Park,-34.811366,138.706947
South Australia,"St Agnes , Ridgehaven",-34.831089,138.711555
South Australia,Brighton ,-35.01908,138.522864
South Australia,Glenelg ,-34.988238,138.51501
South Australia,Edwardstown,-34.980251,138.569511
South Australia,Hallett Cove,-35.069742,138.510995
South Australia,"Marino , Seaview Downs",null,null
South Australia,Mitchell Park,-35.005214,138.56242
South Australia,Morphettville,-34.984545,138.542814
South Australia,"Sheidow Park , Trott Park",-35.079826,138.527192
South Australia,Warradale,-35.007472,138.535743
South Australia,Belair,-35.003055,138.643545
South Australia,Bellevue Heights,-35.029843,138.583331
South Australia,Blackwood,-35.022305,138.613993
South Australia,Colonel Light Gardens,-34.98337,138.596376
South Australia,Mitcham ,-34.984938,138.623594
South Australia,Panorama,-34.998252,138.597475
South Australia,Aberfoyle Park,-35.069866,138.60113
South Australia,Aldinga,-35.293646,138.458953
South Australia,Christie Downs,-35.129905,138.497233
South Australia,Christies Beach,-35.134817,138.477953
South Australia,Clarendon,-35.110294,138.627922
South Australia,Coromandel Valley,-35.047496,138.621373
South Australia,Flagstaff Hill,-35.05334,138.590431
South Australia,"Hackham , Onkaparinga Hills",-35.151516,138.532309
South Australia,"Hackham West , Huntfield Heights",-35.142478,138.515126
South Australia,Happy Valley,-35.077499,138.573524
South Australia,Happy Valley Reservoir,null,null
South Australia,Lonsdale,null,null
South Australia,McLaren Vale,-35.222204,138.541745
South Australia,"Morphett Vale, Morphett Vale East",-35.120795,138.527658
South Australia,"Morphett Vale, Morphett Vale West",-35.120795,138.527658
South Australia,Reynella,-35.097511,138.521452
South Australia,Seaford ,-35.187256,138.477027
South Australia,Willunga,null,null
South Australia,Woodcroft,null,null
South Australia,Beverley,-34.895099,138.54633
South Australia,Flinders Park,-34.910038,138.543011
South Australia,Henley Beach,-34.929964,138.501783
South Australia,"Hindmarsh , Brompton",-35.510096,138.81388
South Australia,"Royal Park , Hendon , Albert Park",-34.870807,138.507867
South Australia,"Seaton , Grange",-34.893505,138.513399
South Australia,West Lakes,-34.872292,138.494718
South Australia,"Woodville , Cheltenham",-34.888358,138.536173
South Australia,"Dry Creek, Dry Creek South",-34.824384,138.545708
South Australia,"Largs Bay , Semaphore",-34.826407,138.490121
South Australia,North Haven,-34.789176,138.494186
South Australia,Port Adelaide,-34.83559,138.521412
South Australia,The Parks,-29.467956,135.915347
South Australia,Torrens Island,-35.377054,149.083199
South Australia,Adelaide Airport,null,null
South Australia,Fulham,-34.927996,138.512745
South Australia,Lockleys,-34.925157,138.528425
South Australia,Plympton,-34.963527,138.553328
South Australia,Richmond ,-37.827989,145.00209
South Australia,West Beach,-34.945797,138.509545
South Australia,"Barossa , Angaston",-34.65,138.83333
South Australia,Light,-34.438003,138.85077
South Australia,Lyndoch,-34.6025,138.881361
South Australia,Mallala,-34.439262,138.511414
South Australia,Nuriootpa,-34.472385,138.992565
South Australia,Tanunda,-34.524717,138.962842
South Australia,Clare,-33.841017,138.613464
South Australia,Gilbert Valley,-29.467956,135.915347
South Australia,Goyder,-33.553993,139.033495
South Australia,"Wakefield , Barunga West",null,null
South Australia,Jamestown,-33.207882,138.608059
South Australia,"Peterborough , Mount Remarkable",-32.972534,138.837053
South Australia,Port Pirie,-33.203649,138.013895
South Australia,Port Pirie Region,-33.168114,138.008955
South Australia,Kadina,-33.962353,137.715911
South Australia,Moonta,-34.061762,137.61122
South Australia,Wallaroo,-33.93331,137.634391
South Australia,"Yorke Peninsula, Yorke Peninsula North",-34.32039,137.722374
South Australia,"Yorke Peninsula, Yorke Peninsula South",-34.32039,137.722374
South Australia,Ceduna,-32.126438,133.680556
South Australia,Eyre Peninsula,-29.467956,135.915347
South Australia,"Kimba , Cleve , Franklin Harbour",-33.13339,136.408235
South Australia,"Le Hunte , Elliston",-34.402689,135.589032
South Australia,Port Lincoln,-34.730421,135.845127
South Australia,West Coast ,-29.467956,135.915347
South Australia,Western,-29.467956,135.915347
South Australia,Whyalla,-33.036167,137.573457
South Australia,"Whyalla, Whyalla North",-33.036167,137.573457
South Australia,APY Lands,-29.467956,135.915347
South Australia,Coober Pedy,-29.015013,134.752353
South Australia,"Quorn , Lake Gilles",-32.345528,138.037984
South Australia,Outback,-29.467956,135.915347
South Australia,Port Augusta,-32.496808,137.792071
South Australia,Roxby Downs,-30.554262,136.88169
South Australia,"Goolwa , Port Elliot",-35.518731,138.784748
South Australia,Kangaroo Island,-35.79106,137.294311
South Australia,Strathalbyn,-35.259007,138.892897
South Australia,Strathalbyn Region,-35.259007,138.892897
South Australia,Victor Harbor,-35.550015,138.612357
South Australia,Yankalilla,null,null
South Australia,Grant,-37.885039,140.618156
South Australia,"Kingston , Robe",-36.66234,140.0515
South Australia,Millicent,-37.594592,140.350144
South Australia,Naracoorte,-36.958805,140.740829
South Australia,Naracoorte Region,-36.958805,140.740829
South Australia,Penola,-37.376443,140.833732
South Australia,Tatiara,-36.260165,140.63937
South Australia,Wattle Range,-37.46708,140.517909
South Australia,"Mount Gambier, Mount Gambier East",-37.826477,140.775335
South Australia,"Mount Gambier, Mount Gambier West",null,null
South Australia,Barmera,-34.252118,140.465778
South Australia,Berri,-34.275612,140.612094
South Australia,"Karoonda , Lameroo",-35.097142,139.896307
South Australia,Loxton,-34.460191,140.564203
South Australia,Loxton Region,-34.460191,140.564203
South Australia,Mannum,-34.913429,139.306223
South Australia,Murray Bridge,-35.130613,139.267949
South Australia,Murray Bridge Region,-35.130613,139.267949
South Australia,Renmark,-34.207774,140.726096
South Australia,Renmark Region,-34.174696,140.740561
South Australia,The Coorong,-35.697131,139.739779
South Australia,Waikerie,-34.178795,139.980546
Western Australia,Augusta,-34.302158,115.156019
Western Australia,Busselton,-33.655377,115.350089
Western Australia,Busselton Region,-33.655377,115.350089
Western Australia,Margaret River,-33.957714,115.071141
Western Australia,"Australind , Leschenault",-33.275967,115.735991
Western Australia,Capel,-33.554111,115.561103
Western Australia,"College Grove , Carey Park",-33.378131,115.656849
Western Australia,Collie,-33.350983,116.161304
Western Australia,Dardanup,-33.398505,115.756665
Western Australia,Davenport,-33.374892,115.682034
Western Australia,"Eaton , Pelican Point",-33.31926,115.707938
Western Australia,Harvey,-33.077958,115.910244
Western Australia,"East Bunbury , Glen Iris",-33.337238,115.659315
Western Australia,Waroona,-32.846699,115.926519
Western Australia,Dalyellup,-33.405616,115.614625
Western Australia,"Gelorup , Stratham",-33.427929,115.640826
Western Australia,"South Bunbury , Bunbury",-33.348755,115.631785
Western Australia,"Withers , Usher",-33.367867,115.634002
Western Australia,"Bridgetown , Boyup Brook",-33.956033,116.13558
Western Australia,"Donnybrook , Balingup",-33.578148,115.826956
Western Australia,Manjimup,-34.24589,116.143712
Western Australia,Pemberton,-34.441494,116.050051
Western Australia,"Dawesville , Bouvard",null,null
Western Australia,"Falcon , Wannanup",null,null
Western Australia,Greenfields,-32.52526,115.761532
Western Australia,"Halls Head , Erskine",-32.54196,115.703903
Western Australia,Mandurah,-32.52837,115.736444
Western Australia,"Mandurah, Mandurah East",-32.52837,115.736444
Western Australia,"Mandurah, Mandurah North",-32.52837,115.736444
Western Australia,"Mandurah, Mandurah South",-32.52837,115.736444
Western Australia,Pinjarra,-32.61281,115.867498
Western Australia,City Beach,-31.935314,115.764301
Western Australia,Claremont ,-31.980669,115.782466
Western Australia,Cottesloe,-31.994051,115.758617
Western Australia,Floreat,-31.938034,115.791867
Western Australia,"Mosman Park , Peppermint Grove",null,null
Western Australia,"Nedlands , Dalkeith , Crawley",-31.979391,115.805544
Western Australia,"Swanbourne , Mount Claremont",-31.977213,115.765969
Western Australia,Kings Park ,-31.963814,115.831604
Western Australia,"Mount Hawthorn , Leederville",-31.919652,115.83568
Western Australia,"Mount Lawley , Inglewood",-31.929378,115.875829
Western Australia,North Perth,-31.926971,115.853269
Western Australia,Perth City,-31.960773,115.834088
Western Australia,"Subiaco , Shenton Park",-31.948019,115.825873
Western Australia,"Wembley, West Leederville, Glendalough",-31.933672,115.816527
Western Australia,"Bassendean , Eden Hill , Ashfield",-31.905139,115.945477
Western Australia,"Bayswater , Embleton , Bedford",-31.917072,115.917424
Western Australia,Maylands,-31.936975,115.899112
Western Australia,Morley,-31.888344,115.910634
Western Australia,Noranda,-31.872531,115.89745
Western Australia,Chidlow,null,null
Western Australia,"Glen Forrest , Darlington",-31.918843,116.107624
Western Australia,"Helena Valley , Koongamia",-31.919614,116.039826
Western Australia,"Malmalling , Reservoir",-26.471618,122.065977
Western Australia,Mundaring,-31.927825,116.158943
Western Australia,"Swan View , Greenmount , Midvale",-31.882356,116.052167
Western Australia,Avon Valley National Park,-31.636528,116.188743
Western Australia,Ballajura,-31.839857,115.895661
Western Australia,Beechboro,-31.868551,115.938822
Western Australia,Bullsbrook,-31.662822,116.040641
Western Australia,Ellenbrook,-31.767802,115.967392
Western Australia,Gidgegannup,-31.749345,116.189535
Western Australia,"Hazelmere , Guildford",-31.994051,115.758617
Western Australia,"Lockridge , Kiara",-31.881029,115.950782
Western Australia,Malaga,null,null
Western Australia,"Melaleuca , Lexia",-31.733349,115.917074
Western Australia,"Middle Swan , Herne Hill",-31.857766,116.019334
Western Australia,"Midland , Guildford",-31.888742,116.01059
Western Australia,"Stratton , Jane Brook",-31.867369,116.040903
Western Australia,The Vines,-31.755004,116.001966
Western Australia,Walyunga National Park,-31.725208,116.076393
Western Australia,"Craigie , Beldon",-31.78582,115.771446
Western Australia,"Currambine , Kinross",null,null
Western Australia,Duncraig,-31.832363,115.775961
Western Australia,"Greenwood , Warwick",-31.826767,115.802759
Western Australia,"Heathridge , Connolly",-31.762526,115.759526
Western Australia,Hillarys,null,null
Western Australia,"Iluka , Burns Beach",-31.952409,115.79829
Western Australia,"Joondalup , Edgewater",-31.740336,115.771316
Western Australia,Kingsley,-31.809956,115.800245
Western Australia,"Mullaloo , Kallaroo",-31.779677,115.739269
Western Australia,Ocean Reef,-31.75802,115.733863
Western Australia,Padbury,-31.805574,115.768513
Western Australia,"Sorrento , Marmion",-31.827819,115.751256
Western Australia,Woodvale,-31.790291,115.797518
Western Australia,"Balcatta , Hamersley",-31.867389,115.819136
Western Australia,"Balga , Mirrabooka",-31.855149,115.840427
Western Australia,Dianella,-31.887416,115.872614
Western Australia,Herdsman,-31.91908,115.805764
Western Australia,"Innaloo , Doubleview",-31.892893,115.795021
Western Australia,"Karrinyup , Gwelup , Carine",-31.872359,115.776542
Western Australia,"Nollamara, Westminster",-31.880525,115.845891
Western Australia,Osborne Park Industrial,45.38905,-75.683505
Western Australia,Scarborough,-31.896289,115.763515
Western Australia,"Stirling , Osborne Park",-31.885319,115.810799
Western Australia,"Trigg, North Beach, Watermans Bay",-31.875075,115.755646
Western Australia,"Tuart Hill , Joondanna",-31.898041,115.835157
Western Australia,"Wembley Downs , Churchlands , Woodlands",-31.918398,115.777087
Western Australia,"Yokine , Coolbinia , Menora",-31.901025,115.854223
Western Australia,"Alexander Heights , Koondoola",-31.827337,115.865695
Western Australia,"Butler , Merriwa , Ridgewood",-31.642924,115.704003
Western Australia,Carramar,-31.698884,115.782338
Western Australia,Clarkson,null,null
Western Australia,Girrawheen,-31.840941,115.839453
Western Australia,"Madeley , Darch , Landsdale",-31.811325,115.829613
Western Australia,Marangaroo,-31.827601,115.837736
Western Australia,"Mindarie , Quinns Rocks , Jindalee",-31.688565,115.705884
Western Australia,Neerabup National Park,-31.651771,115.726845
Western Australia,"Tapping , Ashby , Sinagra",-31.719313,115.795895
Western Australia,Wanneroo,-31.755723,115.809704
Western Australia,"Alkimos , Eglinton",-31.619035,115.713157
Western Australia,"Carabooda , Pinjar",-31.605768,115.688632
Western Australia,Two Rocks,-31.498544,115.598177
Western Australia,Yanchep,-31.537346,115.640515
Western Australia,"Armadale , Wungong , Brookdale",-32.150311,116.007062
Western Australia,"Ashendon , Lesley",-26.471618,122.065977
Western Australia,"Camillo , Champion Lakes",-32.113022,116.002054
Western Australia,"Forrestdale , Harrisdale , Piara Waters",null,null
Western Australia,Kelmscott,-32.106149,116.023424
Western Australia,"Mount Nasura , Mount Richon , Bedfordale",-32.137343,116.026132
Western Australia,Roleystone,-32.12105,116.078647
Western Australia,Seville Grove,-32.135459,115.990182
Western Australia,"Belmont , Ascot , Redcliffe",null,null
Western Australia,"East Victoria Park , Carlisle",-31.988534,115.903655
Western Australia,Kewdale Commercial,-31.980186,115.943829
Western Australia,Perth Airport,-31.940614,115.970601
Western Australia,"Rivervale , Kewdale , Cloverdale",-31.960518,115.916556
Western Australia,"Victoria Park , Lathlain , Burswood",-31.976056,115.893254
Western Australia,"Bentley , Wilson , St James",-32.009145,115.913658
Western Australia,"Canning Vale, Canning Vale West",-32.0816,115.918055
Western Australia,Canning Vale Commercial,null,null
Western Australia,"Cannington , Queens Park",-32.015621,115.937375
Western Australia,"Parkwood , Ferndale , Lynwood",-32.047467,115.913773
Western Australia,"Riverton , Shelley , Rossmoyne",-32.034348,115.900418
Western Australia,Welshpool,null,null
Western Australia,Willetton,-32.052548,115.888617
Western Australia,"Beckenham , Kenwick , Langford",-32.023899,115.959731
Western Australia,"Canning Vale, Canning Vale East",-32.0816,115.918055
Western Australia,Gosnells,-32.083201,115.992334
Western Australia,"Huntingdale, Huntingdale Southern River",-32.083154,115.965591
Western Australia,"Maddington , Orange Grove , Martin",-32.047741,115.995094
Western Australia,Thornlie,-32.060436,115.95415
Western Australia,"Forrestfield , Wattle Grove",-31.983896,116.007159
Western Australia,High Wycombe,-31.944037,116.003141
Western Australia,"Kalamunda , Maida Vale , Gooseberry Hill",-31.976239,116.055754
Western Australia,"Lesmurdie , Bickley , Carmel",-32.006785,116.043491
Western Australia,Byford,-32.229476,116.013563
Western Australia,Mundijong,-32.289589,115.982862
Western Australia,"Serpentine , Jarrahdale",-32.370772,115.970846
Western Australia,Como,-31.997505,115.870269
Western Australia,"Manning , Waterford",-32.013364,115.869829
Western Australia,"South Perth , Kensington",-31.978717,115.863278
Western Australia,Banjup,-32.141369,115.884426
Western Australia,Bibra Industrial,-26.471618,122.065977
Western Australia,Bibra Lake,-32.09838,115.828945
Western Australia,Coogee,-32.118484,115.769402
Western Australia,Coolbellup,-32.083595,115.805117
Western Australia,Hamilton Hill,null,null
Western Australia,Henderson,-32.160407,115.779628
Western Australia,North Coogee,-32.092075,115.760651
Western Australia,"South Lake , Cockburn Central",null,null
Western Australia,Spearwood,-32.104652,115.783341
Western Australia,"Success , Hammond Park",-32.142557,115.85095
Western Australia,Yangebup,-32.119004,115.824089
Western Australia,"Beeliar , Wattleup",-32.134133,115.80637
Western Australia,Jandakot,-32.104776,115.864697
Western Australia,East Fremantle,-32.037005,115.768451
Western Australia,Fremantle,-32.054049,115.752924
Western Australia,"Fremantle, Fremantle South",-32.054049,115.752924
Western Australia,O`Connor ,-26.471618,122.065977
Western Australia,"Bertram, Bertram Wellard West",-32.244096,115.845868
Western Australia,Calista,-32.233268,115.792385
Western Australia,"Hope Valley , Postans",-32.205378,115.810529
Western Australia,Kwinana Industrial,-32.225844,115.82727
Western Australia,"Parmelia , Orelia",-32.2478,115.826147
Western Australia,"Casuarina , Wandi",-32.241656,115.869792
Western Australia,"Applecross , Ardross",-32.014095,115.836352
Western Australia,Bateman,-32.055939,115.846699
Western Australia,"Bicton , Palmyra",-32.026481,115.78594
Western Australia,Booragoon,-32.039531,115.833759
Western Australia,Bull Creek,-32.05632,115.861817
Western Australia,Leeming,-32.073754,115.865151
Western Australia,Melville,-32.040263,115.800702
Western Australia,"Murdoch , Kardinya",-32.068196,115.839301
Western Australia,Willagee,-32.05229,115.806137
Western Australia,Winthrop,-32.052027,115.830368
Western Australia,Baldivis,-32.329599,115.812291
Western Australia,Cooloongup,-32.315083,115.779933
Western Australia,Port Kennedy,-32.375031,115.75212
Western Australia,Rockingham,-32.285945,115.735023
Western Australia,Rockingham Lakes,-32.285945,115.735023
Western Australia,"Safety Bay , Shoalwater",null,null
Western Australia,"Singleton , Golden Bay , Secret Harbour",-32.44406,115.757034
Western Australia,Waikiki,-32.31579,115.753329
Western Australia,Warnbro,null,null
Western Australia,Albany,-35.031075,117.89494
Western Australia,Albany Region,-35.031075,117.89494
Western Australia,"Bayonet Head , Lower King",-34.97314,117.934195
Western Australia,Denmark,-34.96617,117.357405
Western Australia,Gnowangerup,-33.938884,118.002072
Western Australia,Katanning,-33.690071,117.557564
Western Australia,Kojonup,-33.823884,117.143693
Western Australia,"Little Grove , Elleker",null,null
Western Australia,"McKail , Willyung",-34.971759,117.86517
Western Australia,Plantagenet,-34.626978,117.643151
Western Australia,Stirling Range National Park,null,null
Western Australia,Chittering,-31.46766,116.0801
Western Australia,Cunderdin,-31.653182,117.237471
Western Australia,Dowerin,-31.18983,117.037494
Western Australia,"Gingin , Dandaragan",-31.348721,115.911511
Western Australia,Merredin,-31.482094,118.275313
Western Australia,Moora,-30.647402,115.998035
Western Australia,Mukinbudin,-30.915746,118.20934
Western Australia,Northam,-31.653172,116.66542
Western Australia,Toodyay,-31.549017,116.457153
Western Australia,"York , Beverley",-31.875079,116.777419
Western Australia,Brookton,-32.372926,117.010672
Western Australia,Kulin,-32.669988,118.161891
Western Australia,Murray,-32.617706,115.984829
Western Australia,Narrogin,-32.994201,117.309361
Western Australia,Wagin,-33.32015,117.349965
Western Australia,Broome,-17.962931,122.231319
Western Australia,"Derby, West Kimberley",-17.299992,123.966634
Western Australia,Halls Creek,-18.225263,127.673556
Western Australia,Kununurra,-15.772203,128.739119
Western Australia,Roebuck,-18.1713,122.50116
Western Australia,East Pilbara,-21.629758,123.166465
Western Australia,Newman,null,null
Western Australia,Port Hedland,-20.376992,118.626374
Western Australia,South Hedland,-20.405054,118.598058
Western Australia,Ashburton ,-22.440712,116.772936
Western Australia,Karratha,-20.734043,116.844766
Western Australia,Roebourne,-20.765556,117.142522
Western Australia,Esperance,-33.860243,121.888248
Western Australia,Esperance Region,-33.860243,121.888248
Western Australia,Carnarvon,-24.885093,113.658465
Western Australia,Exmouth,-21.911377,114.128307
Western Australia,Boulder,-30.777894,121.487514
Western Australia,Kalgoorlie,-30.752372,121.469366
Western Australia,"Kalgoorlie, Kalgoorlie North",-30.752372,121.469366
Western Australia,Kalgoorlie Airport,-30.783248,121.457991
Western Australia,"Kambalda , Coolgardie , Norseman",-31.201911,121.658749
Western Australia,"Leinster , Leonora",-27.917333,120.694228
Western Australia,Trafalgar ,-26.471618,122.065977
Western Australia,Geraldton,-28.778088,114.61619
Western Australia,"Geraldton, Geraldton East",-28.778088,114.61619
Western Australia,"Geraldton, Geraldton North",-28.778088,114.61619
Western Australia,"Geraldton, Geraldton South",-28.778088,114.61619
Western Australia,Irwin,-29.2204,115.08006
Western Australia,Meekatharra,-26.599993,118.4833
Western Australia,Morawa,-29.206265,116.01684
Western Australia,"Northampton , Mullewa , Greenough",-28.353407,114.634759
Tasmania,"Bridgewater , Gagebrook",-42.740436,147.247589
Tasmania,"Brighton , Pontville",-42.700438,147.244012
Tasmania,"Old Beach , Otago",-42.76532,147.266223
Tasmania,"Bellerive , Rosny",-42.872432,147.377708
Tasmania,Cambridge,-42.836341,147.444604
Tasmania,"Geilston Bay , Risdon",-42.83038,147.358454
Tasmania,"Howrah , Tranmere",null,null
Tasmania,"Lindisfarne , Rose Bay",-42.848937,147.3702
Tasmania,"Mornington , Warrane",-42.862905,147.398503
Tasmania,Risdon Vale,-42.812076,147.352442
Tasmania,Rokeby,-42.900166,147.432841
Tasmania,South Arm,-43.031622,147.418036
Tasmania,"Austins Ferry , Granton",-42.774916,147.249608
Tasmania,"Berriedale , Chigwell",null,null
Tasmania,Claremont ,null,null
Tasmania,"Derwent Park , Lutana",-42.83439,147.294763
Tasmania,Glenorchy,-42.843799,147.2604
Tasmania,"Montrose , Rosetta",-42.828201,147.237906
Tasmania,Moonah,-42.845428,147.295681
Tasmania,New Norfolk,-42.781618,147.058876
Tasmania,West Moonah,-42.848852,147.281202
Tasmania,"Kingston , Huntingfield",-42.972727,147.300298
Tasmania,"Kingston Beach , Blackmans Bay",-42.985553,147.319865
Tasmania,"Margate , Snug",-43.031551,147.265433
Tasmania,Mount Wellington,-42.09828,146.565017
Tasmania,"Taroona , Bonnet Hill",-42.943194,147.343352
Tasmania,Hobart,-42.882256,147.325986
Tasmania,"Lenah Valley , Mount Stuart",-42.871118,147.26775
Tasmania,"Mount Nelson , Dynnyrne",-42.921157,147.325957
Tasmania,New Town,null,null
Tasmania,Sandy Bay,-42.914866,147.341125
Tasmania,"South Hobart , Fern Tree",-42.897551,147.283296
Tasmania,West Hobart,-42.883895,147.306874
Tasmania,"Dodges Ferry , Lewisham",-42.846894,147.630498
Tasmania,"Sorell , Richmond",-42.782955,147.557497
Tasmania,Invermay,-41.421307,147.133099
Tasmania,"Kings Meadows , Punchbowl",-41.469005,147.159197
Tasmania,Launceston,-41.43951,147.13763
Tasmania,Legana,-41.35187,147.054125
Tasmania,Mowbray,-41.410837,147.136616
Tasmania,"Newnham , Mayfield",null,null
Tasmania,Newstead,-41.446926,147.16352
Tasmania,Norwood,null,null
Tasmania,"Prospect Vale , Blackstone",-41.479003,147.103486
Tasmania,Ravenswood,-41.416707,147.180764
Tasmania,Riverside,-41.429602,147.058312
Tasmania,South Launceston,-41.454654,147.148884
Tasmania,"Summerhill , Prospect",-41.466743,147.114454
Tasmania,Trevallyn,-41.443607,147.104421
Tasmania,"Waverley , St Leonards",-41.43617,147.186061
Tasmania,West Launceston,-41.45101,147.125832
Tasmania,"Youngtown , Relbia",-41.48388,147.167249
Tasmania,"Beauty Point , Beaconsfield",-41.154563,146.818071
Tasmania,Deloraine,-41.523691,146.657586
Tasmania,"Grindelwald , Lanena",-41.98659,147.05595
Tasmania,"Hadspen , Carrick",-41.505584,147.063562
Tasmania,Westbury,-41.528263,146.837418
Tasmania,"Dilston , Lilydale",-41.32611,147.055654
Tasmania,George Town,-41.097314,146.823431
Tasmania,Longford,-41.600538,147.121456
Tasmania,Northern Midlands,-41.825813,147.470624
Tasmania,"Perth , Evandale",-41.569382,147.173636
Tasmania,"St Helens , Scamander",-41.345191,148.26985
Tasmania,Flinders and Cape Barren Islands,null,null
Tasmania,"Scottsdale , Bridport",-41.156797,147.515008
Tasmania,Central Highlands,-42.195807,146.658088
Tasmania,Derwent Valley,-42.834685,146.257963
Tasmania,Southern Midlands,-42.449122,147.400755
Tasmania,"Wilderness, Wilderness East",-42.09828,146.565017
Tasmania,"Bruny Island , Kettering",-42.09828,146.565017
Tasmania,Cygnet,-43.160832,147.074325
Tasmania,"Geeveston , Dover",-43.162541,146.928409
Tasmania,"Huonville , Franklin",-43.021703,147.049347
Tasmania,"Forestier , Tasman",-41.08479,147.66329
Tasmania,"Triabunna , Bicheno",-42.500067,147.91198
Tasmania,"Acton , Upper Burnie",-41.070734,145.891269
Tasmania,"Burnie , Ulverstone Region",-41.053415,145.905099
Tasmania,"Burnie , Wivenhoe",-41.053415,145.905099
Tasmania,"Parklands , Camdale",-41.047926,145.890834
Tasmania,"Penguin , Sulphur Creek",-41.116651,146.066172
Tasmania,"Romaine , Havenview",null,null
Tasmania,Somerset,-41.050156,145.804723
Tasmania,Ulverstone,-41.160374,146.177836
Tasmania,West Ulverstone,-41.14493,146.115155
Tasmania,Wynyard,-40.992119,145.719312
Tasmania,Devonport,-41.176596,146.345469
Tasmania,East Devonport,-41.186913,146.385932
Tasmania,Latrobe,-41.234898,146.417449
Tasmania,"Miandetta , Don",-41.1958,146.354861
Tasmania,Port Sorell,-41.171916,146.536441
Tasmania,"Quoiba , Spreyton",-41.209329,146.327607
Tasmania,"Sheffield , Railton",-41.384338,146.331932
Tasmania,"Turners Beach , Forth",-41.164877,146.22988
Tasmania,King Island,-39.864531,143.985673
Tasmania,North West,-42.09828,146.565017
Tasmania,Smithton,-40.85174,145.121467
Tasmania,Waratah,-41.445906,145.53517
Tasmania,West Coast ,-42.200128,145.748743
Tasmania,"Wilderness, Wilderness West",null,null
Northern Territory,Darwin Airport,-12.406603,130.879222
Northern Territory,Darwin City,-12.460477,130.842984
Northern Territory,East Point,-12.412799,130.833489
Northern Territory,"Fannie Bay , The Gardens",-12.428264,130.836463
Northern Territory,Larrakeyah,-12.454879,130.825514
Northern Territory,"Ludmilla , The Narrows",-12.42647,130.850995
Northern Territory,Parap,-12.432658,130.84443
Northern Territory,Stuart Park,-12.447791,130.845107
Northern Territory,"Woolner , Bayview , Winnellie",-12.43587,130.848999
Northern Territory,Alawa,-12.379841,130.872532
Northern Territory,Anula,-12.39096,130.88988
Northern Territory,Berrimah,-12.435805,130.925496
Northern Territory,"Brinkin , Nakara",-12.368247,130.867937
Northern Territory,Buffalo Creek,-19.488357,133.438712
Northern Territory,Charles Darwin,-12.460477,130.842984
Northern Territory,Coconut Grove,-12.394087,130.856246
Northern Territory,East Arm,-12.47024,130.922291
Northern Territory,Jingili,-12.387716,130.871135
Northern Territory,Karama,null,null
Northern Territory,Leanyer,-12.373472,130.899221
Northern Territory,Lyons ,null,null
Northern Territory,"Malak , Marrara",-12.390503,130.903681
Northern Territory,Millner,-12.396341,130.866394
Northern Territory,Moil,-12.388257,130.880978
Northern Territory,Nightcliff,-12.384009,130.84532
Northern Territory,Rapid Creek,-12.386093,130.861637
Northern Territory,Tiwi,-12.353965,130.880188
Northern Territory,Wagaman,-12.380834,130.885295
Northern Territory,Wanguri,-12.369503,130.888523
Northern Territory,Wulagi,-12.381358,130.897964
Northern Territory,Howard Springs,-12.472674,131.066896
Northern Territory,Humpty Doo,-12.584126,131.136772
Northern Territory,Koolpinyah,-19.488357,133.438712
Northern Territory,Virginia,null,null
Northern Territory,Weddell,-19.488357,133.438712
Northern Territory,Bakewell,-12.496896,130.993435
Northern Territory,Driver,-12.490443,130.969508
Northern Territory,"Durack , Marlow Lagoon",null,null
Northern Territory,Gray,-12.49645,130.985251
Northern Territory,Moulden,-12.506213,130.972506
Northern Territory,"Palmerston, Palmerston North",null,null
Northern Territory,"Palmerston, Palmerston South",-12.460477,130.842984
Northern Territory,"Rosebery , Bellamack",-12.51018,130.988983
Northern Territory,Woodroffe,-12.501552,130.980159
Northern Territory,Charles,-19.488357,133.438712
Northern Territory,East Side,-23.691039,133.892287
Northern Territory,Flynn ,-23.708149,133.835241
Northern Territory,Larapinta,-23.679965,133.831124
Northern Territory,Mount Johns,-23.722133,133.913734
Northern Territory,"Petermann , Simpson",-24.868871,131.688171
Northern Territory,Ross,-23.745902,133.883862
Northern Territory,"Sandover , Plenty",-22.001954,135.579183
Northern Territory,Tanami,-19.778379,130.606819
Northern Territory,"Yuendumu , Anmatjere",-22.254561,131.793252
Northern Territory,Barkly,-19.260467,135.085988
Northern Territory,Tennant Creek,-19.656079,134.186343
Northern Territory,Alligator,-19.488357,133.438712
Northern Territory,Daly,-19.488357,133.438712
Northern Territory,Thamarrurr,-14.213152,129.698496
Northern Territory,Tiwi Islands,-11.589189,131.058477
Northern Territory,West Arnhem,-19.488357,133.438712
Northern Territory,Anindilyakwa,-13.968417,136.617692
Northern Territory,East Arnhem,-12.970827,135.531602
Northern Territory,Nhulunbuy,-12.181365,136.77791
Northern Territory,Elsey,-19.488357,133.438712
Northern Territory,Gulf,-15.274022,134.09789
Northern Territory,Katherine,-14.453207,132.275151
Northern Territory,Victoria River,-16.600275,131.79613
Australian Capital Territory,Aranda,-35.264068,149.08327
Australian Capital Territory,Belconnen,-35.238449,149.063662
Australian Capital Territory,Bruce,-35.241908,149.088247
Australian Capital Territory,Charnwood,-35.201739,149.03353
Australian Capital Territory,Cook,-35.264099,149.062847
Australian Capital Territory,Dunlop,-35.195061,149.016226
Australian Capital Territory,Evatt,null,null
Australian Capital Territory,Florey,-35.22567,149.05712
